"","id","name","accredited","peopleAtRisk","counties","areaSquareMiles","leveeLengthInMiles","MedianIncome_weighted_value","MedianIncome_weighted_moe","MedianIncome_n_tracts_with_data","MedianIncome_total_weight","TotalPopulation_weighted_value","TotalPopulation_weighted_moe","TotalPopulation_n_tracts_with_data","TotalPopulation_total_weight","TotalHouses_weighted_value","TotalHouses_weighted_moe","TotalHouses_n_tracts_with_data","TotalHouses_total_weight","MedianIncome_CV","TotalPopulation_CV","TotalHouses_CV"
"18","150005000025","Sonoma County Levee 54","Non-Accredited Levee System","0","Sonoma County, CA",0.390836087726788,2.65020017112804,124452.220826862,24309.4574617712,2,1,16.1929965802885,2.07570232932914,2,0.00539121676206952,7.21057237053468,0.661289612896395,2,0.00539121676206952,0.118742643504973,0.0779241271345812,0.0557514360886791
"19","150005000028","Sonoma County Levee 41","Non-Accredited Levee System","0","Sonoma County, CA",2.24503082135409,6.77633578962453,126563,31149,1,1,70.9906680135158,14.3631571099236,1,0.0305599087445182,35.3883743261521,4.40062685921062,1,0.0305599087445182,0.149613728420079,0.12299366582621,0.0755941225569712
"20","150005000029","Sonoma County Levee 57","Non-Accredited Levee System","0","Sonoma County, CA",0.138760990757686,0.948499317157745,127599,20928,1,1,2.33632087093763,0.272601745747165,1,0.000619549422152647,1.10093932316525,0.0830196225684547,1,0.000619549422152647,0.099704452619911,0.0709300460481083,0.0458407240097634
"21","150005000031","Napa County Levee 13","Non-Accredited Levee System","5","Napa County, CA",0.0512932904200435,0.564591333654947,121071,29228,1,1,1.67100314712168,0.299130193003264,1,0.000859569520124322,0.836361143080965,0.115182315696659,1,0.000859569520124322,0.146755054100612,0.108822094637697,0.0837193900979954
"22","150005000034","Sonoma County Levee 60","Non-Accredited Levee System","0","Sonoma County, CA",0.158642032441459,1.34830528307375,126563,31149,1,1,5.01637176322475,1.01493531154353,1,0.00215943683307135,2.50062785269662,0.310958903962274,1,0.00215943683307135,0.149613728420079,0.12299366582621,0.0755941225569712
"23","150005000035","Sonoma County Levee 61","Non-Accredited Levee System","0","Sonoma County, CA",0.152919987982338,0.552331280517337,126563,31149,1,1,4.83546061847151,0.978332540112616,1,0.00208155859598429,2.41044485414981,0.299744437821738,1,0.00208155859598429,0.149613728420079,0.12299366582621,0.0755941225569712
"24","150005000037","Sonoma County Levee 62","Non-Accredited Levee System",NA,"Sonoma County, CA",2.16098312712276,7.90947523604193,126563,31149,1,1,68.3331289959409,13.8254716436041,1,0.0294158971140512,34.0636088580713,4.23588918442337,1,0.0294158971140512,0.149613728420079,0.12299366582621,0.0755941225569712
"25","150005000040","Sonoma County Levee 65","Non-Accredited Levee System","32","Sonoma County, CA",3.09464244865322,5.61689987717118,118333,28800,1,1,216.230759410964,28.4969006561283,1,0.0443186635398574,81.1917916050188,10.3705672683266,1,0.0443186635398574,0.147951955787435,0.0801150766481995,0.0776469651318671
"26","150005000042","Sonoma County Levee 67","Non-Accredited Levee System",NA,"Sonoma County, CA",4.20115156393724,9.56125777661466,126558.905906984,31133.5079254161,2,1,132.92702981221,26.8648675770657,2,0.0571892077292104,66.2452751534731,8.23093901894817,2,0.0571892077292104,0.149544154952014,0.122858582740389,0.0755315806942168
"27","150005000046","Sonoma County Levee 71","Non-Accredited Levee System","0","Sonoma County, CA",0.214379341399218,1.73585175039312,126563,31149,1,1,6.77893109946219,1.37154438947362,1,0.00291817955207154,3.37925192129884,0.420217855498302,1,0.00291817955207154,0.149613728420079,0.12299366582621,0.0755941225569712
"28","150005000051","Napa County Levee 14","Non-Accredited Levee System","0","Napa County, CA",0.25364618301608,0.640409570868762,111500,20088,1,1,8.68825131247711,1.6640210140846,1,0.00490861656072153,5.56146256329749,0.814830349079774,1,0.00490861656072153,0.109520629165701,0.116428829014476,0.0890660671697648
"29","150005000052","Napa County Levee 15","Non-Accredited Levee System","0","Napa County, CA",0.168375001312961,0.838606046220315,111500,20088,1,1,5.76734447880818,1.10459309509377,1,0.00325838671119106,3.69175214377947,0.540892194057716,1,0.00325838671119106,0.109520629165701,0.116428829014476,0.0890660671697648
"30","150005000053","Sonoma County Levee 76","Non-Accredited Levee System","0","Sonoma County, CA",0.0475192284115137,0.162743239517695,107292,22284,1,1,35.5341976414196,4.09341239431424,1,0.00496773348824544,12.4292691875901,1.12270776834347,1,0.00496773348824544,0.126258291012103,0.0700282195027741,0.0549104789117035
"31","150005000055","Sonoma County Levee 78","Non-Accredited Levee System","0","Sonoma County, CA",0.00790778580919646,0.216639241703605,118333,28800,1,1,0.552553411005492,0.0728206278492583,1,0.000113251365239904,0.207476501119504,0.0265008194661375,1,0.000113251365239904,0.147951955787435,0.0801150766481995,0.0776469651318671
"32","150005000057","Sonoma County Levee 80","Non-Accredited Levee System","18","Sonoma County, CA",0.190268871055429,1.11130851561436,127599,20928,1,1,3.20354758718602,0.373789694606696,1,0.000849522033197036,1.50960065299113,0.113835952448403,1,0.000849522033197036,0.099704452619911,0.0709300460481083,0.0458407240097634
"33","150005000058","Sonoma County Levee 81","Non-Accredited Levee System","2","Sonoma County, CA",0.0339181662900081,0.19133209269261,127599,20928,1,1,0.571080814625847,0.0666336670473012,1,0.00015144015238023,0.269109150779669,0.0202929804189508,1,0.00015144015238023,0.099704452619911,0.0709300460481083,0.0458407240097634
"34","150005000059","Napa County Levee 16","Non-Accredited Levee System","18","Napa County, CA",1.25357325937799,2.11165330067073,78452.0003645006,14990.4528105721,2,1,360.252856228061,30.0806322457617,2,0.0840417661058847,176.918721618952,11.9686047493887,2,0.0840417661058847,0.116156850412039,0.050759066343297,0.0411248029684951
"35","150005000076","Del Norte County Levee 1","Non-Accredited Levee System","56","Del Norte County, CA",1.67803953414929,3.6437696611557,78859,19814,1,1,7.44161370760619,0.984614627050959,1,0.00207287289905465,3.79957602396717,0.406283088214711,1,0.00207287289905465,0.152740775338663,0.0804328132011413,0.0650021473923692
"36","150005000077","Marin County Levee 57 WWTP","Non-Accredited Levee System","25","Marin County, CA",0.0135433009323075,0.317868224289536,124083,20615,1,1,39.3306784149231,4.70693535660075,1,0.00910432370715813,18.4453598307024,1.82086474143163,1,0.00910432370715813,0.100996227473683,0.0727513227513227,0.0600101417139497
"37","150005000080","Sonoma County Levee 99","Non-Accredited Levee System","0","Sonoma County, CA",0.0742929551594008,0.756954036277744,126563,31149,1,1,2.34922513208405,0.475305988841802,1,0.00101128933796128,1.17107305335916,0.145625664666424,1,0.00101128933796128,0.149613728420079,0.12299366582621,0.0755941225569712
"38","150005000084","Sonoma County Levee 103","Non-Accredited Levee System","0","Sonoma County, CA",0.0928064467745415,0.42668590825634,127599,20928,1,1,1.56258958495618,0.182322836749063,1,0.000414370083520598,0.736335638416103,0.0555255911917601,1,0.000414370083520598,0.099704452619911,0.0709300460481083,0.0458407240097634
"39","150005000087","Sonoma County Levee 106","Non-Accredited Levee System","4","Sonoma County, CA",0.0371124070172351,0.26449476894838,127599,20928,1,1,0.624855085095482,0.0729080449329122,1,0.000165700102120255,0.294449081467693,0.0222038136841142,1,0.000165700102120255,0.099704452619911,0.0709300460481083,0.0458407240097634
"40","150005000089","Sonoma County Levee 108","Non-Accredited Levee System","0","Sonoma County, CA",0.257883997463992,0.57054241301536,126563,31149,1,1,8.15457102748228,1.64987016053236,1,0.00351036204368587,4.06499924658824,0.505492134290765,1,0.00351036204368587,0.149613728420079,0.12299366582621,0.0755941225569712
"41","150005000094","Monterey County Levee 53","Non-Accredited Levee System","0","Monterey County, CA",0.0976595922470492,0.663131072470181,54663,22520,1,1,0.358105783551945,0.130786460079841,1,0.000518993889205717,0.170748989548681,0.0223167372358458,1,0.000518993889205717,0.250443071270571,0.222016651248844,0.0794523332193901
"42","150005000096","Santa Clara County Levee 96","Non-Accredited Levee System","295","Santa Clara County, CA",0.0215051525159428,0.50025855559717,200469,36786,1,1,147.227477523738,8.95748010442597,1,0.0253752977462492,54.4553889634508,3.57791698222114,1,0.0253752977462492,0.111549965482918,0.0369854646076345,0.0399414192517641
"43","150005000097","Monterey County Levee 54","Non-Accredited Levee System","0","Monterey County, CA",0.0364811728639695,0.45710635827648,164946,47700,1,1,2.18763747605369,0.275912335955243,1,0.000655373719608654,1.03483510326206,0.134351612519774,1,0.000655373719608654,0.175796687924061,0.0766707764145394,0.0789234077202492
"44","150005000100","Del Norte County Levee 2","Non-Accredited Levee System","17","Del Norte County, CA",0.0059680692423956,0.111873512327368,42882,9522,1,1,0.0413044754387728,0.00639281501230311,1,3.82803294149887e-05,0.0226619550136733,0.00336866898851901,1,3.82803294149887e-05,0.134985538175092,0.0940868923437495,0.0903639201511542
"45","150005000103","Modoc County Levee 7","Non-Accredited Levee System","11","Modoc County, CA",3.74853169424664,1.44358561086964,52660,9302,1,1,5.86902700301037,1.0507008929905,1,0.00392052572011381,3.55199630242311,0.352847314810243,1,0.00392052572011381,0.107381527652879,0.108829614649766,0.0603876889631434
"46","150005000104","Modoc County Levee 8","Non-Accredited Levee System",NA,"Siskiyou County, CA, Modoc County, CA",6.61819351084149,2.7236884808254,52560.2137002325,9249.1184047169,2,1,10.4264698475944,1.84468357005223,2,0.00699019941582772,6.29191834892319,0.619449058121062,2,0.00699019941582772,0.106973773201045,0.107552048284139,0.0598489611737787
"47","150005000107","California Redwood Company Levee 1","Non-Accredited Levee System","0","Humboldt County, CA",0.116987007199743,1.84787714787048,54844,10635,1,1,57.8556960867175,8.29476723878403,1,0.0122161520453373,27.3641805815556,2.1622589120247,1,0.0122161520453373,0.117880635852694,0.0871549741230592,0.0480351715154147
"48","150005000520","Interceptor East","Non-Accredited Levee System","1741","",15.8974977555475,2.03605728025455,84731.357724807,12578.6241659326,5,1,3656.71942490265,281.42367714174,5,0.6936984994409,1324.44795588081,112.357476949317,5,0.6936984994409,0.0902449842113397,0.0467846184810918,0.0515704805878502
"49","150005001131","LSJLD-Units 1, 5, 7, and 22","Non-Accredited Levee System","1828","Merced County, CA",32.0293246568706,23.657971934744,53560.8243390764,5584.54152060065,3,1,1084.16396377144,173.330349934008,3,0.614957576022066,431.403434707062,48.506779175505,3,0.614957576022066,0.0633832303577457,0.0971882458759434,0.0683522693186932
"50","150005001132","LSJLD-Units 2 and 25","Non-Accredited Levee System","8","Merced County, CA",19.1239232208096,16.232781541069,67990,24858,1,1,164.038447407354,48.1900493848709,1,0.120174686745314,64.8943308424696,16.463932084108,1,0.120174686745314,0.222256893669774,0.178585345758598,0.154227175503771
"51","150005001133","LSJLD-Units 1, 6, and 11","Non-Accredited Levee System","0","Merced County, CA",13.6435683042188,20.8156897064173,63214.3322152732,3228.73014810536,2,1,174.651038735875,19.7360285545537,2,0.0460293936259626,49.6286472476644,4.94550490091931,2,0.0460293936259626,0.0310491912299523,0.0686946143251571,0.0605776325718236
"52","150005001134","LSJLD-Units 5, 8, 9, and 22","Non-Accredited Levee System","0","Merced County, CA",5.0678888658219,11.3459239849301,63201,3237,1,1,64.9334733358878,7.35128106324341,1,0.0170563365736506,18.4378998361163,1.84208434995426,1,0.0170563365736506,0.0311352851223113,0.0688221904458512,0.0607340383355499
"53","150005001135","LSJLD-Units 5, 10, and 22","Non-Accredited Levee System","0","Merced County, CA",0.391314121861391,2.93267627402439,63201,3237,1,1,5.01384331425275,0.567629752677419,1,0.00131700638672255,1.42368390404708,0.142236689766035,1,0.00131700638672255,0.0311352851223113,0.0688221904458512,0.0607340383355499
"54","150005001136","LSJLD-Units 1, 4, 6, and 12","Non-Accredited Levee System","57","Merced County, CA",34.84644242527,17.728379522099,57845.0542368035,4292.62450378806,3,0.999999999999999,473.057118132929,47.2392618226215,3,0.184417106847785,155.750088567477,12.3278349579753,3,0.184417106847785,0.0451118632876013,0.0607048818993701,0.0481163424267787
"55","150005001138","LSJLD-Units 3, 6, 18 - Eastside-Chowchilla Bypass","Non-Accredited Levee System","676","Merced County, CA, Madera County, CA",111.564674116869,34.4776122350722,81050.65140868,13838.457703711,2,1,1961.05797865677,239.036845354829,2,0.289550856549525,662.330559178326,52.2804303383105,2,0.289550856549525,0.10379233414956,0.0740983457770669,0.0479842220453501
"56","150005002132","LSJLD-Unit 24","Non-Accredited Levee System","427","Fresno County, CA, Madera County, CA",36.4233868058952,16.6898600455766,58441.3231355135,19954.5551062891,5,1,1411.87541500906,146.007111747102,5,0.257812435520949,384.423693028608,26.8054587517011,5,0.257812435520949,0.207565947949434,0.0628654070317144,0.0423884167356696
"57","150005010189","Kern County Levee System 0189","Non-Accredited Levee System","46","Kern County, CA",6.81959195164555,11.9024596367779,56910,8990,1,1,121.557675130469,20.4789317371359,1,0.0274149019238767,37.9148093607215,3.81067136741886,1,0.0274149019238767,0.096029618568005,0.102413925003393,0.0610979611302683
"58","150005011023","Solano County Levee System 1023","Non-Accredited Levee System","0","Solano County, CA",0.0820618833429643,0.866974930902792,98056,25913,1,1,11.5911284915614,1.61635764646013,1,0.0027120094739264,4.89246509096323,0.509857781098163,1,0.0027120094739264,0.160648849500552,0.0847707137096717,0.063351282863478
"59","150005011709","Solano County Levee System 1709","Non-Accredited Levee System","0","Solano County, CA",0.0505419493103455,0.613755264528123,98056,25913,1,1,7.13888626721053,0.99550215612014,1,0.00167030563107406,3.0132313584576,0.314017458641923,1,0.00167030563107406,0.160648849500552,0.0847707137096717,0.063351282863478
"60","150005011767","Solano County Levee System 1767","Non-Accredited Levee System","12","Solano County, CA",0.0502062467479391,0.986429874557894,75625,5897,1,1,2.81448760151024,0.52287499018883,1,0.000586840617495881,1.0968051140998,0.142602270051499,1,0.000586840617495881,0.0474023462031199,0.11293605867098,0.0790371132914079
"61","150005011786","Solano County Levee System 1786","Non-Accredited Levee System","0","Solano County, CA",0.00657822052030779,0.46713607383389,110893,9911,1,1,2.03535025745729,0.202147044279724,1,0.000355892683591063,0.751645347744325,0.0701108586674394,1,0.000355892683591063,0.0543309677992123,0.0603757219442896,0.0567030487243253
"62","150005011886","San Joaquin County Levee System 1886","Non-Accredited Levee System","0","San Joaquin County, CA",0.224301121973142,0.641577469456188,45250,6965,1,1,3.99626825241823,0.57947827714503,1,0.00193805443861214,1.73843483143509,0.160858518404808,1,0.00193805443861214,0.0935700011755025,0.0881488447784339,0.0562496399684189
"63","150005011951","San Joaquin County Levee System 1951","Non-Accredited Levee System","0","San Joaquin County, CA",0.268809642926248,1.6121362360795,45250,6965,1,1,4.78927955138147,0.694468761330291,1,0.00232263799776017,2.08340628399087,0.192778953814094,1,0.00232263799776017,0.0935700011755025,0.0881488447784339,0.0562496399684189
"64","150005012143","Tehama County Levee System 2143","Non-Accredited Levee System","0","Tehama County, CA",0.20304286580926,1.030278101878,61296,12173,1,1,0.891108338721239,0.130530026021888,1,0.000175208088619984,0.469908093678797,0.0392466118508764,1,0.000175208088619984,0.120725659096842,0.0890459178124107,0.0507718914116172
"65","150005012205","Glenn County Levee System 2205","Non-Accredited Levee System","0","Glenn County, CA",0.953101396503183,2.49486688560517,80402,25278,1,1,5.47093550325133,0.74855705365432,1,0.00462072255342173,2.94802098908306,0.448210087681908,1,0.00462072255342173,0.191121680425164,0.0831758810482215,0.092424083619975
"66","150005012235","Yuba County Levee System 2235","Non-Accredited Levee System","0","Yuba County, CA",0.102650654954806,0.523062086392766,77946,36966,1,1,3.74406359488271,0.614754175937264,1,0.000957561021709134,1.46985616832352,0.24322049951412,1,0.000957561021709134,0.288298726333569,0.0998142087547322,0.10059107155233
"67","150005012267","Stanislaus County Levee System 2267","Non-Accredited Levee System","2","Stanislaus County, CA",0.0194596975390871,0.463075607023468,96071,22073,1,1,1.33989043797621,0.162052588753325,1,0.000319630352570661,0.40625017811731,0.0447482493598925,1,0.000319630352570661,0.139670005330088,0.0735225875310332,0.0669601754356596
"68","150005012291","Sutter County Levee System 2291","Non-Accredited Levee System","195","Sutter County, CA",1.43378600095103,3.98678066669427,79732,9106,1,1,25.8315050444605,3.16282113582405,1,0.010794611385065,10.5787191573637,1.01469347019611,1,0.010794611385065,0.069427109692851,0.0744318852986865,0.0583090379008746
"69","150005012306","Sutter County Levee System 2306","Non-Accredited Levee System","0","Sutter County, CA",0.00873877171574053,0.26537386664396,79732,9106,1,1,0.157435702231249,0.0192764984344989,1,6.57900970460713e-05,0.0644742951051499,0.0061842691223307,1,6.57900970460713e-05,0.069427109692851,0.0744318852986865,0.0583090379008746
"70","150005012353","Sutter County Levee System 2353","Non-Accredited Levee System","3","Sutter County, CA",0.641501942413893,2.9208947091687,79732,9106,1,1,11.55743721143,1.41509782822774,1,0.00482968542057249,4.73309171216104,0.453990429533814,1,0.00482968542057249,0.069427109692851,0.0744318852986865,0.0583090379008746
"71","150005012376","Sutter County Levee System 2376","Non-Accredited Levee System","2","Sutter County, CA",0.152285659467355,1.02258490705361,79732,9106,1,1,2.74364431599092,0.335933048301437,1,0.00114652917509023,1.12359859158843,0.107773742458482,1,0.00114652917509023,0.069427109692851,0.0744318852986865,0.0583090379008746
"72","150005012395","Butte County Levee System 2395","Non-Accredited Levee System","0","Butte County, CA",0.252035734600114,0.714132689027538,128704,35002,1,1,13.5705229053659,1.62042095729258,1,0.00201044783783198,5.16685094322819,0.55890449891729,1,0.00201044783783198,0.165323622810107,0.0725880896093662,0.0657575721736662
"73","150005012417","Sutter County Levee System 2417","Non-Accredited Levee System","0","Sutter County, CA",0.224358779430432,1.63042390741552,79732,9106,1,1,4.04207000523386,0.494912875693072,1,0.00168912244263847,1.6553399937857,0.158777509608016,1,0.00168912244263847,0.069427109692851,0.0744318852986865,0.0583090379008746
"74","150005012420","Tehama County Levee System 2420","Non-Accredited Levee System","7","Tehama County, CA",0.177237740929648,1.01028692537067,61296,12173,1,1,0.777862450807866,0.113941707796276,1,0.000152941889659431,0.410190148066594,0.0342589832837125,1,0.000152941889659431,0.120725659096842,0.0890459178124107,0.0507718914116173
"75","150005012432","Butte County Levee System 2432","Non-Accredited Levee System","8","Butte County, CA",0.759629920317232,0.453502416022905,128704,35002,1,1,40.9005004135867,4.88382271605199,1,0.00605933339460544,15.572486824136,1.68449468370031,1,0.00605933339460544,0.165323622810107,0.0725880896093662,0.0657575721736662
"76","150005012443","Tehama County Levee System 2443","Non-Accredited Levee System","2","Tehama County, CA",0.855877217266486,0.592317323396914,52438,17353,1,1,26.598618746934,4.93224766445422,1,0.00807241843609529,11.8018757535713,1.44496290006106,1,0.00807241843609529,0.201169689351477,0.112724907869066,0.0744285839026358
"77","150005012455","Sutter County Levee System 2455","Non-Accredited Levee System",NA,"Sutter County, CA",0.308031507154236,2.60515125364442,79732,9106,1,1,5.54951914205914,0.679485628342385,1,0.00231906357796036,2.27268230640115,0.217991976328274,1,0.00231906357796036,0.069427109692851,0.0744318852986865,0.0583090379008746
"78","150005012457","Sutter County Levee System 2457","Non-Accredited Levee System","15","Sutter County, CA",0.0936977905198993,0.878311035904993,79732,9106,1,1,1.68804881632194,0.206685458914471,1,0.000705411122574986,0.691302900123486,0.0663086455220487,1,0.000705411122574986,0.069427109692851,0.0744318852986865,0.0583090379008746
"79","150005012475","Tehama County Levee System 2475","Non-Accredited Levee System",NA,"Tehama County, CA",0.495152359426166,0.621066274914291,49383,8911,1,1,51.8150078767785,6.08882785915848,1,0.00705542046252431,18.1183197477624,1.41108409250486,1,0.00705542046252431,0.109694050110276,0.0714351934627279,0.0473444498101488
"80","150005012482","Sutter County Levee System 2482","Non-Accredited Levee System",NA,"Sutter County, CA",0.515962372803431,2.05451390224203,79732,9106,1,1,9.29563638937201,1.1381619147873,1,0.00388451165456415,3.80682142147287,0.36514409552903,1,0.00388451165456415,0.069427109692851,0.0744318852986865,0.0583090379008746
"81","150005012484","Sutter County Levee System 2484","Non-Accredited Levee System","2","Sutter County, CA",0.19945865387776,1.32152098568076,79732,9106,1,1,3.59353102032202,0.439993559947493,1,0.00150168450494025,1.47165081484145,0.141158343464383,1,0.00150168450494025,0.069427109692851,0.0744318852986865,0.0583090379008746
"82","150005012494","Sutter County Levee System 2494","Non-Accredited Levee System","60","Sutter County, CA",0.796572101392897,3.70190440347584,79732,9106,1,1,14.3513273290645,1.75718299515917,1,0.00599721158757396,5.87726735582248,0.563737889231952,1,0.00599721158757396,0.069427109692851,0.0744318852986865,0.0583090379008746
"83","150005012503","San Joaquin County Levee System 2503","Non-Accredited Levee System","0","San Joaquin County, CA",0.0631035490743493,0.56510821097427,94583,23169,1,1,170.911826133941,14.5934564186616,1,0.0280643392666569,65.2215244557106,6.20221897793117,1,0.0280643392666569,0.148911521946261,0.0519063091120527,0.0578083066089804
"84","150005012507","San Joaquin County Levee System 2507","Non-Accredited Levee System","193","San Joaquin County, CA",0.0393123626198378,1.78480182528001,130250,32120,1,1,127.078693227742,19.1033329688762,1,0.0692149745249139,51.2190811484363,7.68286217226544,1,0.0692149745249139,0.149910448109493,0.0913840713590401,0.0911854103343465
"85","150005012510","Tehama County Levee System 2510","Non-Accredited Levee System","0","Tehama County, CA",0.40223617970276,0.949419278532405,52438,17353,1,1,12.5007783682749,2.31805025281213,1,0.00379386293422607,5.54662760983851,0.679101465226467,1,0.00379386293422607,0.201169689351477,0.112724907869066,0.0744285839026358
"86","150005012535","Stanislaus County Levee System 2535","Non-Accredited Levee System","0","Stanislaus County, CA",0.070189588335762,0.591694858486952,59444,18017,1,1,4.41503115473492,0.744208974376206,1,0.00114142480732547,1.5192364185502,0.166648021869519,1,0.00114142480732547,0.184250447254999,0.10246964415373,0.0666820431195321
"87","150005012536","Stanislaus County Levee System 2536","Non-Accredited Levee System","2","Stanislaus County, CA",0.159299093342226,1.28161160049088,59444,18017,1,1,10.0201008173878,1.68901389165895,1,0.0025905121037714,3.44797161011973,0.378214767150624,1,0.0025905121037714,0.184250447254999,0.10246964415373,0.0666820431195321
"88","150005012576","San Joaquin County Levee System 2576","Non-Accredited Levee System","1","San Joaquin County, CA",0.648052847353999,3.29493533305728,91358,12226,1,1,28.0635615182299,3.89464780912442,1,0.00460360261125818,10.2199977969932,1.00818897186554,1,0.00460360261125818,0.0813526877228574,0.0843644544431946,0.0599687833730387
