GEOID10,intersects_leveedarea
060376502001,0
060376503004,0
060376502004,0
060376501021,0
060376503001,0
060376501022,0
060376502003,0
060376503002,0
060371031021,0
060376500011,0
060376500014,0
060376503005,0
060371032001,0
060375700013,1
060375700023,1
060375709014,1
060375700014,1
060375700022,1
060375701001,0
060375700035,0
060375702024,1
060375700031,1
060375701002,0
060375700033,1
060375700032,1
060375550012,1
060375552113,1
060375414001,0
060375552112,1
060375550014,1
060375425021,1
060375430001,0
060375427002,0
060375425022,0
060375435023,0
060375433051,1
060375431001,0
060375425011,0
060375428003,0
060375429002,0
060375430002,0
060375435011,0
060375430003,0
060375431006,0
060374086292,0
060374087032,0
060374083021,1
060374070012,0
060374006032,1
060374086281,0
060375033012,0
060376500013,0
060376510023,0
060376214001,0
060375305003,0
060371032002,0
060376213013,0
060376213011,0
060376213012,0
060376207021,0
060376207023,0
060376207022,0
060376211022,0
060375550021,1
060375551022,1
060375551032,1
060375551021,1
060375550013,1
060375551041,1
060375700011,1
060375700012,1
060375700021,1
060375552121,1
060371061122,0
060375418011,1
060375417001,1
060375400001,1
060375416041,1
060375435031,0
060375413005,0
060375503004,1
060375708004,1
060375702022,1
060375439031,1
060375438022,0
060375438013,1
060375021002,0
060375033011,0
060375019001,0
060375019003,0
060371094001,0
060375018023,0
060375018021,0
060375017004,0
060375017003,0
060375016004,0
060375016003,0
060375015032,0
060376205013,0
060376210011,0
060376206014,0
060376206013,0
060376206025,0
060376207011,0
060376207014,0
060376207013,0
060376205211,0
060376206022,0
060376205213,0
060376207012,0
060376205011,0
060376208005,0
060376209011,0
060376206024,0
060376208008,0
060376208002,0
060375722013,1
060375738004,1
060375738003,1
060376037021,0
060376033022,0
060376033012,0
060376032001,0
060376031022,0
060376031011,0
060376032003,0
060376015022,0
060376041002,0
060376041003,0
060371061141,0
060375438011,1
060371066422,0
060375437023,0
060375438024,0
060372014011,0
060376009122,0
060376007041,0
060376010011,0
060376009121,0
060376013011,0
060376013012,0
060375015043,0
060375002021,0
060375015034,0
060375002012,0
060375013005,0
060375014001,0
060371094002,0
060375015042,0
060375013002,0
060375013006,0
060375013004,0
060375015011,0
060376205016,0
060376205015,0
060376210021,0
060376208001,0
060376208007,0
060376208006,0
060376205014,0
060376209012,0
060376205012,0
060376209013,0
060376208003,0
060376204001,0
060376203032,0
060376204004,0
060376204003,0
060376208004,0
060376203033,0
060376203034,0
060376036003,0
060376041004,0
060376041005,0
060376039006,0
060376037033,0
060371061142,0
060376037024,0
060376003023,0
060376200013,0
060376037041,0
060376023011,0
060376029001,0
060376023012,0
060376026003,0
060376036002,0
060376009123,0
060376014021,0
060376007042,0
060376008012,0
060376008022,0
060376002012,0
060376007023,0
060376012023,0
060376001003,0
060376010012,0
060376008014,0
060376013024,0
060376013033,0
060376009022,0
060376009021,0
060375012001,0
060375003001,1
060375012002,1
060375002024,0
060375002023,0
060375304002,0
060375025001,1
060375024021,1
060376203012,0
060376204002,0
060376203013,0
060376203031,0
060376202012,0
060376206023,0
060376212012,0
060376211021,0
060376207024,0
060376210012,0
060376206012,0
060376700032,0
060376214003,0
060372941202,0
060372933021,0
060376037022,0
060376037023,0
060376037031,0
060376037032,0
060376035002,0
060376035001,0
060376036001,0
060376033021,0
060376037042,0
060376033011,0
060376032002,0
060376031013,0
060376005022,0
060376014013,0
060376008021,0
060376008023,0
060376008013,0
060376009023,0
060376001001,0
060376012022,0
060376012021,0
060376007022,0
060376004001,0
060376005021,0
060376002023,0
060376003021,0
060376041001,0
060375027003,0
060375034015,0
060375033013,0
060375023015,1
060375023014,0
060375023013,0
060375023021,0
060375002013,0
060375545181,1
060375546001,0
060375545111,1
060590015012,0
060590877041,1
060590876012,1
060590016015,0
