GEOID10,intersects_leveedarea
060375010023,0
060375010024,0
060375010025,0
060375018022,0
060375018031,0
060375018032,0
060375018042,0
060375020031,0
060375020032,0
060375020042,0
060375020051,0
060375020052,0
060375022005,0
060372652022,0
060372652024,0
060372656021,0
060372656022,0
060372674032,0
060372674041,0
060372679011,0
060372679012,0
060372679023,0
060372696011,0
060372696013,0
060372699041,0
060372699052,0
060372699061,0
060372699071,0
060372716004,0
060372717023,0
060372718013,0
060372719011,0
060372722012,0
060374331012,1
060374335042,0
060373006001,0
060373007021,0
060373011006,0
060373012043,0
060373012052,0
060373012061,0
060373012063,0
060373012064,0
060373018011,0
060373018022,0
060373024011,0
060373024012,0
060373025032,0
060373025033,0
060374087221,0
060374087231,0
060374087241,0
060374087242,0
060374308014,0
060375330011,0
060375330013,0
060375338051,1
060375338053,1
060375338061,1
060375350011,0
060371244002,0
060371251001,0
060371247002,0
060371252003,0
060371246002,0
060371252001,0
060372240202,0
060371246003,0
060371853201,0
060371838201,0
060371838202,0
060371838101,0
060373023023,0
060373021025,0
060373016012,1
060372242002,0
060379200301,1
060379200382,1
060379200341,1
060379200313,0
060379200423,0
060379200371,1
060379200183,0
060379200171,0
060374043022,0
060374044022,0
060374044013,1
060374043014,0
060374044024,0
060374044011,1
060371203003,0
060371203001,0
060371199004,0
060371200101,0
060371210101,0
060371200201,0
060371210201,0
060371210103,0
060371174051,0
060374605024,0
060374605011,0
060374606002,0
060373008003,0
060374605022,0
060373009013,0
060373008005,0
060374601003,0
060374613004,0
060379203341,0
060379203141,0
060379203131,0
060379203142,0
060379203123,0
060379203031,0
060371096011,0
060379203291,0
060375017002,0
060375017001,0
060375029011,0
060375319014,0
060374824022,1
060372717011,0
060372701001,0
060372698001,0
060372697004,0
060372697001,0
060372703002,0
060372697003,0
060372693004,0
060372695003,0
060372695001,0
060372695002,0
060372623032,0
060372124101,0
060372122032,0
060372122041,0
060372122031,0
060372123031,0
060372123041,0
060372122042,0
060372122022,0
060372115002,0
060372119102,0
060372117012,0
060372126102,0
060372118022,0
060372114202,0
060372115003,0
060372115001,0
060372114201,0
060372113101,0
060372117013,0
060372113202,0
060372114102,0
060372114101,0
060372113102,0
060374024032,0
060374025021,0
060374028012,0
060374028011,0
060374025011,0
060374026004,0
060374026001,0
060374027031,0
060374032001,0
060374027021,0
060374026003,0
060375308014,0
060375307001,0
060375309022,0
060375305004,0
060375337011,1
060375357023,1
060375305002,0
060375303023,0
060375303012,0
060375323023,1
060375351011,0
060375323024,0
060376205212,0
060375343021,1
060375519001,1
060375522003,0
060375521003,0
060375519005,1
060375510003,1
060375503005,1
060375501002,0
060375501004,0
060375501001,0
060375501005,0
060375501003,0
060375501006,0
060375414005,0
060375359014,1
060375359013,1
060375357021,1
060375356052,1
060375359022,1
060375356061,1
060375359012,1
060375359023,1
060375359011,1
060375356042,1
060375355031,1
060372393202,0
060372393102,0
060372393302,0
060372393201,0
060372393101,0
060372403003,0
060372400102,0
060375345022,1
060375342022,1
060375357011,1
060375353002,1
060375358042,1
060375354001,0
060375355022,1
060375353001,0
060375353003,0
060375354003,0
060375353005,0
060375534001,1
060375352003,0
060375351023,0
060372944102,0
060372942001,0
060372946202,0
060375765023,0
060372946201,0
060375436042,0
060372946203,0
060372946102,0
060372941103,0
060372948201,0
060375732021,0
060372944101,0
060375422002,1
060375770002,0
060375727002,1
060375732023,0
060375731001,1
060376704031,0
060372933022,0
060372933041,0
060372933042,0
060375530004,0
060377002005,0
060374600001,0
060377002002,0
060376707024,0
060376707013,0
060374308023,0
060374308012,0
060374308033,0
060374308031,0
060374307242,0
060374308021,0
060374308022,0
060374310021,0
060374311004,0
060374307231,0
060374307011,0
060374303024,0
060371973002,0
060371956002,0
060371956001,0
060371973003,0
060371955001,0
060371956003,0
060371954002,0
060371955002,0
060371951001,0
060371953002,0
060371942002,0
060371942001,0
060371923003,0
060371923001,0
060371923002,0
060371916102,0
060371918203,0
060371815001,0
060372361001,0
060373118011,0
060371061131,0
060372243202,0
060377002001,0
060377007002,0
060377010005,0
060377010001,0
060377004003,0
060373201001,0
060373201002,0
060372754001,0
060379200354,1
060379200281,0
060379200161,0
060379108081,0
060374055006,0
060374051012,1
060374048012,1
060374040004,0
060374039012,0
060374016021,0
060374038022,0
060371197001,0
060371198005,0
060371199001,0
060371198004,0
060371175301,0
060371210104,0
060371194002,0
060371193101,0
060371194003,0
060371197003,0
060371193401,0
060371198002,0
060371198001,0
060371194001,0
060371175101,0
060371193201,0
060371199003,0
060371198003,0
060371154011,0
060371174041,0
060371173023,0
060371173022,0
060374613005,0
060374613001,0
060374612003,0
060374610002,0
060374609004,1
060374611003,0
060374611004,0
060373005011,0
060373005022,0
060373001002,0
060375319023,0
060375354002,0
060375362004,1
060375402032,1
060375742014,0
060375759021,0
060375771003,0
060375991002,0
060379006071,0
060371348001,0
060371349011,0
060371349013,0
060371352021,0
060371347201,0
060371348003,0
060371345201,0
060372690002,0
060372690001,0
060372695004,0
060372693003,0
060372693002,0
060372693001,0
060372691003,0
060372691004,0
060372690005,0
060372678003,0
060372678002,0
060372113201,0
060372111202,0
060372110006,0
060372110005,0
060372110001,0
060372110003,0
060372100102,0
060372100101,0
060372098201,0
060372098101,0
060372110004,0
060372100103,0
060372098102,0
060372095201,0
060372095202,0
060372098202,0
060372095102,0
060372094031,0
060372095101,0
060372092001,0
060372089042,0
060374037032,0
060374036002,0
060374027024,0
060374026002,0
060374026005,0
060374027023,0
060374027032,0
060374028013,0
060374024031,0
060374025012,0
060374024023,0
060374025022,0
060374037211,0
060377024002,0
060372212102,0
060377024003,0
060373002003,0
060377022022,0
060377022024,0
060371396001,0
060377022025,0
060377022015,0
060377023002,0
060377022023,0
060377023003,0
060377022011,0
060372247001,0
060372313001,0
060375503002,0
060375503001,0
060375503007,1
060375536022,1
060375536021,1
060375532001,1
060375522001,0
060375518003,1
060375518001,1
060375518004,1
060375517001,1
060375517002,1
060372384004,0
060372380004,0
060372384001,0
060372383102,0
060372383101,0
060372400101,0
060372383203,0
060372382003,0
060372382004,0
060372383202,0
060372381003,0
060372407002,0
060372406001,0
060372381001,0
060372379001,0
060372379002,0
060372379004,0
060372381004,0
060372377101,0
060372378002,0
060372378004,0
060372407005,0
060372377202,0
060372377201,0
060375352001,0
060375351021,0
060375351015,0
060375351014,0
060375351013,0
060375349003,0
060375349001,1
060375341011,1
060375331041,1
060375331031,1
060375329003,0
060375328002,0
060375348032,1
060375340013,1
060372324001,0
060372321102,0
060372324002,0
060372322002,0
060375732011,0
060375728001,1
060375729001,1
060375753003,0
060375731002,1
060375729003,1
060375733001,0
060375727003,1
060375752021,0
060375732012,1
060375726004,1
060375732022,0
060375727004,1
060375727001,1
060375729002,1
060375734031,0
060375731003,1
060376704131,0
060372962201,0
060376099002,0
060373002001,0
060372975001,0
060372975003,0
060372971101,0
060371013003,0
060372966001,0
060372941102,0
060372971102,0
060372965002,0
060376202011,0
060376201011,0
060372962203,0
060376201012,0
060371953001,0
060374306002,0
060374305014,0
060374307014,0
060374312002,1
060374802011,0
060374802021,0
060374814011,0
060374812023,0
060371914101,0
060371918103,0
060371915003,0
060371918201,0
060371918102,0
060371914102,0
060371914201,0
060371918202,0
060371915002,0
060371915001,0
060371916101,0
060371917102,0
060371917201,0
060371918101,0
060371916201,0
060371914202,0
060371917202,0
060371912041,0
060371957202,0
060371912011,0
060371912012,0
060371911101,0
060371912031,0
060371911102,0
060371910002,0
060371991201,0
060372244201,0
060373009011,0
060373001001,0
060373021041,0
060373021024,0
060373021022,0
060373117001,0
060373022024,0
060373023021,0
060373022023,0
060373023024,0
060373022012,0
060373023012,0
060373022022,0
060374038021,0
060374009001,0
060374012021,0
060374003042,0
060374003022,0
060374021023,0
060374022001,0
060374017032,0
060374017031,0
060371173012,0
060371173011,0
060371194004,0
060371173013,0
060371174042,0
060371173024,0
060371154012,0
060371153011,0
060375362002,1
060379103021,0
060379102011,0
060379102012,0
060376212011,0
060379104012,0
060373001003,0
060373002002,0
060373002005,0
060373008001,0
060373007012,0
060373006002,0
060373005012,0
060373011004,0
060373015021,0
060373016014,0
060373014001,0
060371348004,0
060371347101,0
060371347203,0
060371348002,0
060371348005,0
060371347102,0
060371347202,0
060371344221,0
060371345202,0
060371343051,0
060371344222,0
060371343023,0
060371343031,0
060371343022,0
060371343034,0
060371343041,0
060372691002,0
060372676002,0
060372675022,0
060372676001,0
060372677002,0
060372675012,0
060372675021,0
060372677001,0
060372674021,0
060372675011,0
060372674022,0
060372673002,0
060372673001,0
060372643021,0
060372671004,0
060372146002,0
060372146001,0
060372146003,0
060372148003,0
060372148002,0
060372147003,0
060372611021,0
060372144003,0
060374036001,0
060374034084,0
060374034072,0
060374034041,0
060374034022,0
060371898001,0
060374034032,0
060374034051,0
060374023011,0
060374023012,0
060374022002,0
060374022003,0
060374021022,0
060374021013,0
060374021012,0
060374082122,0
060372760001,0
060372761001,0
060372753113,1
060372753111,1
060372753022,1
060372754002,0
060372752002,1
060372741001,0
060372738001,0
060374085033,0
060374082121,0
060375518002,1
060375517005,1
060375029013,0
060375029012,0
060375026022,1
060375027001,1
060375027004,0
060375025002,1
060375024012,1
060371220002,0
060375024013,1
060372408001,0
060372378001,0
060372376003,0
060372379003,0
060372376001,0
060372378003,0
060372377102,0
060372375002,0
060372375001,0
060375512022,1
060375517004,0
060375512023,1
060375512011,1
060375405013,1
060375766011,0
060375505004,1
060375510005,1
060372312101,0
060372319002,0
060372311001,0
060372318002,0
060372294202,0
060372311002,0
060372294102,0
060372293003,0
060372293001,0
060372291001,0
060372293002,0
060372291002,0
060372294201,0
060372287201,0
060372287202,0
060372287101,0
060372313004,0
060377031001,0
060377031006,0
060377030021,0
060375758021,1
060375722024,1
060375718001,1
060375731004,1
060375734021,0
060375772002,0
060375730021,1
060371132332,0
060375752022,0
060375754022,0
060372942002,0
060372948101,0
060372948102,0
060372962101,0
060372949002,0
060372945102,0
060372945101,0
060372948302,0
060372962103,0
060371945001,0
060372962102,0
060377010004,0
060372970003,0
060372966003,0
060372971201,0
060375305001,0
060371014001,0
060372973002,0
060372974001,0
060372970005,0
060371014002,0
060371398021,0
060372723013,1
060372731003,0
060372731002,0
060374807042,0
060374808031,0
060374811033,0
060374812012,0
060374808041,0
060374804003,0
060374805002,0
060374807022,0
060374804001,0
060374825022,0
060371911201,0
060371909012,0
060372011202,0
060371909023,0
060371910001,0
060371907002,0
060371907003,0
060371909011,0
060371905201,0
060372013012,0
060371905202,0
060371903012,0
060371899022,0
060371903011,0
060371899023,0
060371898002,0
060371234202,0
060371898003,0
060371897012,0
060373021043,0
060373021033,0
060373021032,0
060373021031,0
060373021042,0
060373022021,0
060371041032,0
060371044012,0
060371046202,0
060371044011,0
060371045002,0
060371045001,0
060371047011,0
060371043102,0
060371043101,0
060371043201,0
060372144001,0
060371042011,0
060371041051,0
060371034003,0
060374018003,1
060374019011,0
060374019023,0
060374016023,0
060374013111,1
060374013113,0
060374004021,0
060374016013,0
060374012023,0
060374004022,0
060379106032,0
060379001021,0
060379200152,0
060379200162,0
060379011022,0
060379106033,0
060379011023,0
060379010041,0
060379005012,0
060379010043,0
060373013002,0
060373107031,0
060373014004,0
060373017022,0
060373014002,0
060373007014,1
060373006004,1
060373007011,0
060374605021,0
060373004005,0
060371343042,0
060371343021,0
060371310101,0
060371311003,0
060371343033,0
060371310102,0
060371342012,0
060371342013,0
060371312002,0
060371313002,0
060371341032,0
060371341011,0
060371331001,0
060371331004,0
060371329001,0
060371319001,0
060371331002,0
060371327004,0
060371330002,0
060372148001,0
060372147001,0
060372141002,0
060372141004,0
060372141001,0
060372140002,0
060372140004,0
060372144002,0
060372133201,0
060372133101,0
060372134011,0
060372133202,0
060372140003,0
060372133102,0
060371881002,1
060372134023,0
060372134022,0
060372131001,0
060372128002,0
060372141003,0
060372128001,0
060372129001,0
060372126201,0
060372128003,0
060372124202,0
060374034033,0
060374034061,0
060374034071,0
060374034042,0
060374034011,0
060374034012,0
060374086262,0
060375303011,0
060375303024,0
060375302032,0
060375301014,0
060375302031,0
060375300041,1
060375319021,0
060375317022,0
060375318003,0
060375317024,0
060375317021,0
060374033251,0
060374082112,0
060374033241,0
060375014002,0
060375016001,0
060374087041,0
060375024022,1
060375026011,1
060375024023,1
060371222002,0
060375015041,0
060375013001,0
060375007001,1
060375007002,1
060375007003,1
060375024011,1
060375008001,1
060375008004,1
060375510004,1
060375510001,1
060375512012,1
060375516001,1
060375512021,1
060375517003,1
060375504001,1
060375512024,1
060375510002,1
060375513003,1
060375508006,1
060371810004,0
060375329002,0
060371272103,0
060375329004,0
060377026003,1
060377027002,1
060377025021,0
060377028021,0
060377028033,1
060377028032,0
060377028031,1
060377028013,0
060372948301,0
060372949001,0
060375758011,1
060372970001,0
060375758032,0
060375751022,0
060375758022,0
060375752013,0
060375759012,0
060375754011,1
060375759022,0
060375758012,0
060375759011,0
060375759023,0
060375765022,0
060375759014,1
060375764021,0
060375759013,0
060375751031,0
060372723012,0
060372723021,0
060372723011,0
060372721005,0
060372721002,0
060372721004,0
060372721001,0
060372721003,0
060372718022,0
060372717022,0
060372718021,0
060372717021,0
060372717012,0
060372718023,0
060372713004,0
060372717013,0
060372715001,0
060372715003,0
060372716002,0
060374324022,1
060374802012,0
060374323001,0
060374322012,0
060374329022,0
060374307213,0
060374802023,0
060374800021,0
060374812022,0
060374814012,0
060374810022,0
060371896003,0
060371896002,0
060371894002,0
060371893002,0
060371895001,0
060371034002,0
060371034005,0
060371034004,0
060372753021,1
060371034001,0
060371031025,0
060371031023,0
060372623033,0
060371031011,0
060371031024,0
060371031022,0
060372423001,0
060372413002,0
060379203222,0
060374002043,1
060374051013,1
060374050022,0
060374052021,1
060374086272,0
060374046001,1
060374044023,0
060374041002,0
060374041001,0
060379012052,0
060379012053,0
060379011011,0
060379010071,0
060379010042,0
060379008052,0
060379008031,0
060379010031,0
060379009002,0
060379009001,0
060379008051,0
060379008062,0
060372774001,0
060373004004,0
060373004006,0
060373004001,0
060373004003,0
060373112001,0
060373114001,0
060373115002,0
060373115003,0
060373109006,0
060373113003,0
060373113002,0
060373113001,0
060373110001,0
060371310203,0
060371330003,0
060371331003,0
060379203303,0
060379203281,0
060379203133,0
060379203134,0
060379203132,0
060372129002,0
060372132011,0
060372126202,0
060372132012,0
060372124201,0
060372126101,0
060372123051,0
060372124102,0
060372123062,0
060374045011,0
060374006041,0
060374082022,1
060374068001,0
060374068003,0
060374068002,0
060374064023,0
060374034013,0
060374034021,0
060374082021,0
060374079002,0
060374082113,0
060374079001,0
060374017012,1
060374016011,0
060375316042,0
060375317023,0
060375318001,0
060375317012,0
060375316041,0
060375317011,0
060375316032,0
060375316031,0
060375318002,0
060375326033,1
060375315024,0
060375316021,0
060375313025,0
060375313011,0
060375313024,0
060375313012,0
060375312022,0
060375313023,0
060374033121,0
060374086271,0
060374083031,0
060374002051,1
060375002022,0
060374086291,0
060374086283,0
060375007004,1
060374322023,0
060375009003,1
060375009002,1
060375008003,1
060375037012,0
060375322003,1
060375041012,1
060375041021,1
060375019002,0
060375040011,0
060375040012,0
060375510006,1
060375505001,1
060375545162,1
060375508001,1
060375507004,1
060375505003,1
060375505005,1
060375513001,1
060375508004,1
060375507003,1
060375507002,1
060375507005,1
060375505002,1
060377024001,0
060371272202,0
060372962202,0
060376007021,0
060372963001,0
060376004004,0
060376005011,0
060376002022,0
060376026002,0
060376005012,0
060371275202,0
060375754014,1
060375753002,0
060375764032,0
060375764031,0
060375764011,0
060375762003,0
060375765021,0
060375762002,0
060375762001,0
060375762005,0
060375765032,0
060375753001,0
060375765031,0
060375764022,0
060375764012,0
060375765012,0
060375762004,0
060375765011,0
060375766023,0
060375766012,0
060371011102,0
060375767003,0
060372714002,0
060372714001,0
060372716001,0
060372713001,0
060371415001,0
060372714003,0
060372713002,0
060372715002,0
060372712001,0
060372711003,0
060372711002,0
060372703001,0
060372702001,0
060372711001,0
060372701002,0
060372703003,0
060374808034,0
060374809021,0
060371911202,0
060374810012,0
060374809031,0
060374810013,0
060374805003,0
060374808042,0
060374811035,0
060374803023,0
060374805001,0
060374803021,0
060374806006,0
060374803022,0
060371893003,0
060371997001,1
060371997002,1
060371893001,0
060371883001,1
060371990001,0
060371864011,0
060371873001,1
060379203122,0
060371012201,0
060371042012,0
060371042013,0
060379200202,0
060379200293,1
060379200363,1
060379200321,0
060379108101,0
060379103012,0
060379200431,0
060379200261,0
060379200391,1
060374040002,0
060374039022,0
060374039021,0
060374039023,0
060374039013,0
060374039011,0
060374013112,0
060374012011,1
060374012031,0
060374015002,0
060379008061,0
060379008053,0
060379008032,0
060379008041,0
060379008033,0
060379008034,0
060379010072,0
060379007053,0
060379007052,0
060379007051,0
060373109001,0
060373111002,0
060373109003,0
060373111003,0
060373110004,0
060373111001,0
060373110003,0
060373108004,0
060373108003,0
060379007014,0
060379007012,0
060379007033,0
060379007013,0
060379007011,0
060379007032,0
060375308022,0
060372218202,0
060373203004,0
060373203006,0
060373201004,0
060373203002,0
060372283101,0
060379203321,0
060374002041,0
060374002061,1
060374066012,0
060371897021,0
060374070013,0
060374066022,0
060374066013,0
060374066021,0
060374064121,0
060374064122,0
060374065005,0
060374065002,0
060374065003,0
060374065004,0
060374064111,0
060374065001,0
060374017011,1
060374040001,0
060374002042,0
060374016022,0
060374081351,0
060374033122,0
060374088002,0
060374088003,0
060375312011,0
060375311021,0
060375311012,0
060375311022,0
060375311013,0
060375311014,0
060375309012,0
060375310001,0
060375310003,0
060375310002,0
060375309013,0
060375309011,0
060375308011,0
060372317102,0
060372313003,0
060374087061,0
060374086253,0
060374312001,1
060374086241,0
060374086252,0
060374086251,0
060374085032,0
060374086242,0
060375037031,0
060375036022,0
060375040025,0
060375040013,0
060375037011,0
060375040023,0
060375037021,0
060375036012,0
060371222001,0
060375001002,0
060375002011,0
060375001001,0
060375001003,0
060375508007,1
060375508002,1
060375508003,1
060375355012,1
060375356032,1
060375357012,1
060375355021,1
060375356073,1
060375359024,1
060375356031,1
060375357013,1
060375358033,1
060375358021,1
060375358041,1
060375357024,1
060375358032,1
060375410021,0
060375400002,1
060375418012,1
060375405012,1
060375409014,0
060375402031,1
060375417005,1
060375402023,1
060375403004,1
060375402022,1
060375401024,1
060375772001,0
060375767001,0
060375767002,0
060375766013,0
060375768011,0
060375768021,0
060375770004,0
060375766021,0
060375744001,1
060371012101,0
060375741004,0
060375722012,1
060375750021,0
060375771005,0
060375751021,0
060375754013,1
060375749014,0
060372702002,0
060372184001,0
060372181102,0
060372182101,0
060372693005,0
060372181202,0
060372183004,0
060372183001,0
060372182102,0
060372183002,0
060372182103,0
060372171003,0
060372171005,0
060372171004,0
060372172003,0
060372171002,0
060372212202,0
060372172001,0
060372181201,0
060372181101,0
060372172002,0
060372190203,0
060374804002,0
060374809022,0
060374006042,0
060374825021,0
060379102021,0
060373101001,0
060373101002,0
060371912032,0
060374811034,0
060374808033,0
060371871021,1
060371832202,0
060371861002,0
060371853202,0
060371861004,0
060371861001,0
060371853102,0
060371852023,0
060372123061,0
060371852022,0
060371853101,0
060379200131,0
060379200401,0
060379200331,0
060379200172,1
060373022013,0
060373009022,0
060373023022,0
060373023011,0
060373022011,0
060373021021,0
060374011012,0
060374011021,0
060374012012,0
060374010013,0
060371234203,0
060371234101,0
060371234201,0
060372697002,0
060371233042,0
060371233012,0
060371232042,0
060371235101,0
060371232033,0
060371232041,0
060371232052,0
060371232051,0
060371231041,0
060374044012,1
060374043013,0
060374041003,0
060374010023,0
060374011011,0
060374006021,0
060374061021,0
060374061022,0
060374062002,0
060374018002,1
060374015003,0
060379006072,0
060379007031,0
060379006052,0
060379006062,0
060379006051,0
060379006061,0
060379005042,0
060379006021,0
060379005013,0
060371134011,0
060371134013,0
060371132321,0
060371132122,0
060371114002,0
060371114001,0
060371098002,0
060371113022,0
060371096012,0
060371113012,0
060371111001,0
060371113011,0
060371112023,0
060371112012,0
060371112021,0
060372912203,0
060371112042,0
060374066011,0
060374064021,0
060374064022,0
060374051011,1
060374062001,0
060374055004,0
060374052031,0
060374056003,0
060374052011,1
060374049032,1
060374048013,1
060374054003,0
060374033202,0
060374033201,0
060374033171,0
060374033184,0
060374033042,0
060375300061,0
060375300042,1
060375301021,0
060372312102,0
060372316002,0
060372312202,0
060372314001,0
060372317101,0
060372314002,0
060372314003,0
060372312201,0
060372313002,0
060372289001,0
060372287203,0
060372287102,0
060372288002,0
060372288001,0
060372288003,0
060372289002,0
060372292001,0
060372286001,0
060372285001,0
060372288004,0
060372284103,0
060372286002,0
060372284102,0
060372284101,0
060372285003,0
060374086261,0
060374085011,0
060374034081,0
060374033252,0
060374037021,0
060374033242,0
060374033221,0
060375039012,0
060375038023,0
060374329013,0
060375026021,1
060371222003,0
060375323041,1
060375322002,0
060372411101,0
060372414002,0
060371256003,0
060372408002,0
060372409001,0
060372409002,0
060375358031,1
060375357022,1
060375355011,1
060375340011,1
060375339011,1
060375316023,0
060375348041,1
060375342021,1
060375338031,1
060375337022,1
060375335032,1
060375332012,1
060375335022,1
060375332022,1
060375337021,1
060375334021,1
060375332011,1
060375403003,1
060375361022,1
060375402024,1
060375435022,0
060375359021,1
060375403001,1
060375405014,1
060375401021,1
060375433041,0
060375428002,0
060375427003,0
060375426022,0
060375426023,0
060375427005,0
060375401014,1
060375418023,1
060375751032,0
060375745002,1
060375749012,0
060375743001,1
060375750023,0
060375749021,0
060375750012,0
060375752012,0
060375754012,1
060375755001,1
060375751012,0
060375769011,0
060375770003,0
060375754021,1
060375771002,0
060375769013,0
060375772003,0
060372171001,0
060372168003,0
060372167002,0
060372167003,0
060372167001,0
060372172004,0
060372168002,0
060372169001,0
060372168001,0
060372169002,0
060372169005,0
060372169003,0
060372168004,0
060372169004,0
060372163004,0
060372162003,0
060372162001,0
060372163003,0
060372161001,0
060372161002,0
060372162002,0
060374808021,0
060374812011,0
060374811032,0
060374811012,0
060374813001,0
060374807032,0
060371917101,0
060374806004,0
060374807021,0
060374807031,0
060374806001,0
060371851003,0
060371835201,0
060371851001,0
060371836102,0
060371831012,0
060371836101,0
060371835101,0
060371833003,0
060372131002,0
060371835202,0
060371832203,0
060371831013,0
060373021023,0
060373020023,0
060373019001,0
060373019004,0
060373016022,1
060373019002,0
060373019003,0
060373017012,0
060373017024,0
060373017021,0
060373017011,0
060373010001,0
060373012041,0
060373015011,0
060373015012,0
060371232031,0
060371231042,0
060371233032,0
060371230201,0
060371224202,0
060371230102,0
060371232032,0
060371230202,0
060371224102,0
060371230101,0
060371224201,0
060371219002,0
060371224101,0
060371216002,0
060371220001,0
060371221201,0
060371219001,0
060371212101,0
060371221202,0
060371216001,0
060371175201,0
060374010011,0
060374011022,0
060374003041,1
060374010022,0
060378003263,0
060378003242,0
060378002022,0
060378003261,0
060378001012,0
060378003252,0
060378003241,0
060372267001,0
060379200151,0
060372292002,0
060371011103,0
060372623031,0
060372226003,0
060379011012,0
060379008042,0
060375401012,1
060378003244,0
060371097003,0
060371330001,0
060371327003,0
060371327001,0
060371327002,0
060371323002,0
060371319004,0
060371318002,0
060371319003,0
060371323003,0
060371318001,0
060371311002,0
060371313004,0
060371316004,0
060371342011,0
060371314002,0
060371312001,0
060371313001,0
060371313003,0
060371341031,0
060374054002,0
060374055002,0
060374055005,0
060374049021,1
060374049031,1
060374036004,0
060374036003,0
060374823041,0
060374823031,0
060374824013,0
060374823042,0
060375301023,0
060375301022,0
060375301013,0
060375302041,0
060375300032,1
060375300052,0
060375302042,0
060375301012,0
060374825222,0
060371395022,0
060375316022,0
060375323031,1
060372283201,0
060372284202,0
060372282101,0
060372283104,0
060372283103,0
060372285002,0
060372281001,0
060372282203,0
060372282102,0
060372282201,0
060372281003,0
060372283102,0
060372283202,0
060372283203,0
060372270202,0
060372270201,0
060372267003,0
060372281002,0
060372264203,0
060372267004,0
060372270102,0
060372270101,0
060372264201,0
060372264202,0
060374033222,0
060374033231,0
060374063002,0
060374033233,0
060374033123,0
060374033161,0
060372409004,0
060372414001,0
060372408003,0
060372409003,0
060372405002,0
060372380003,0
060372405001,0
060372406003,0
060372409005,0
060372405004,0
060372406004,0
060372405003,0
060372380006,0
060372407003,0
060372407001,0
060372380002,0
060372406002,0
060372380001,0
060372380005,0
060372382002,0
060372403001,0
060372402003,0
060375333002,1
060375334031,1
060375337032,1
060371242011,0
060375334011,1
060375344051,1
060375344062,1
060375344052,1
060375348021,1
060375339022,1
060375348031,1
060375341013,1
060375336033,1
060375416061,1
060375416053,1
060375416062,1
060375415003,0
060375415001,0
060375416052,1
060375413003,0
060375409021,0
060375412002,0
060375418021,1
060375412001,0
060375405022,1
060375356071,1
060375403002,1
060375015033,0
060375007005,1
060375009001,1
060375770005,0
060375768012,0
060375552021,1
060375768022,0
060375029021,0
060375769012,0
060375773004,0
060375772004,0
060375776021,0
060375773001,0
060375771001,0
060375773003,0
060375774004,0
060375776032,0
060372161003,0
060372182201,0
060372162005,0
060372162004,0
060372163001,0
060372163002,0
060377024004,0
060371894001,0
060377025012,0
060377028011,0
060377025011,0
060377028022,1
060377025013,0
060377024005,0
060377016021,0
060377009011,0
060374805004,0
060374807041,0
060374642005,0
060374641002,0
060374806002,0
060374640005,0
060374642001,0
060374642004,0
060374642003,0
060374633001,0
060374641001,0
060371836201,0
060371832201,0
060371833001,0
060371861003,0
060371836202,0
060371833002,0
060371835103,0
060371813003,0
060371835102,0
060371816002,0
060373015023,0
060373014003,0
060373015022,0
060373011001,0
060373012032,0
060373013001,0
060373012042,0
060373011002,0
060373016023,1
060373012031,0
060373011005,0
060373011003,0
060373017023,0
060373009012,0
060371212102,0
060371210202,0
060371204001,0
060371200202,0
060371203004,0
060371210102,0
060371210203,0
060371197002,0
060371204003,0
060371203002,0
060371200301,0
060379200182,0
060379200203,0
060379108051,0
060379201041,0
060378003243,0
060378001021,0
060378003262,0
060378003251,0
060372284201,0
060375401011,1
060373203001,0
060373201003,0
060373118022,0
060373118021,0
060373117006,0
060373117003,0
060373117002,0
060379005011,0
060379005041,0
060379011021,0
060379103022,0
060379200291,0
060379200312,0
060379201122,0
060373009021,0
060373107032,0
060371341012,0
060371311001,0
060371341041,0
060371314001,0
060371323001,0
060371287021,0
060371289101,0
060371287022,0
060372430004,0
060371284003,0
060371285002,0
060371284004,0
060371285001,0
060371284002,0
060371282102,0
060371284001,0
060371283021,0
060371283031,0
060371279102,0
060371282202,0
060371282101,0
060374823015,0
060374823011,0
060374814013,0
060374819011,0
060374824011,0
060374313002,1
060374813002,0
060374327002,1
060374329023,0
060374326012,1
060374322011,0
060374324012,1
060375008002,1
060375303021,0
060375332021,1
060374820011,0
060374305024,0
060374818002,0
060374819013,0
060374817142,0
060374819012,0
060374817131,0
060374819014,0
060374814022,0
060374815004,0
060374816032,0
060372264101,0
060372267002,0
060372264102,0
060371241023,0
060372049201,0
060372051101,0
060372049101,0
060372048201,0
060372047003,0
060372047002,0
060372048202,0
060372048102,0
060372039003,0
060372048103,0
060372039002,0
060372046002,0
060372042001,0
060372041202,0
060372037202,0
060374087053,0
060374033232,0
060374035001,0
060374033244,0
060375537013,1
060375539021,0
060375535022,0
060375538011,1
060375539012,0
060375536012,1
060375536011,1
060372400201,0
060372400202,0
060372403002,0
060372384002,0
060372400203,0
060372407004,0
060372400103,0
060372384003,0
060372383201,0
060372402002,0
060372381002,0
060372382001,0
060372402001,0
060371287023,0
060375006004,1
060375004021,1
060375004023,1
060375006001,1
060375337031,1
060375338042,1
060375335012,1
060375335011,1
060375336023,1
060375339012,1
060375335031,1
060375336013,1
060375331051,1
060372376004,0
060372373002,0
060372373001,0
060372373005,0
060372373004,0
060372373003,0
060372361002,0
060372360004,0
060375007006,1
060375006002,1
060375006005,1
060375006003,1
